tconst,ordering,nconst,category,job,characters
tt0328077,4,nm0001800,actor,\N,"[""Novak""]"
tt0328509,1,nm0169016,actor,\N,"[""Dolfo""]"
tt0328509,2,nm0324872,actor,\N,"[""Youval""]"
tt0328509,3,nm0017133,actor,\N,"[""Rabbi Shmouel""]"
tt0328509,4,nm0742323,actor,\N,"[""Ric Rashevski""]"
tt0328589,1,nm0000178,actress,\N,"[""Frances""]"
tt0328589,2,nm0100556,actor,\N,"[""Marcello""]"
tt0328589,3,nm0644897,actress,\N,"[""Patti""]"
tt0328589,4,nm0242026,actress,\N,"[""Katherine""]"
tt0329111,1,nm0000322,actress,\N,"[""Odile""]"
tt0329111,2,nm0880484,actor,\N,"[""Jean Delgas alias Yvan""]"
tt0329111,3,nm1228072,actor,\N,"[""Philippe""]"
tt0329111,4,nm1228296,actress,\N,"[""Cathy""]"
tt0328844,1,nm0860947,actor,\N,"[""Christoffer""]"
tt0328844,2,nm0921320,actress,\N,"[""Maria""]"
tt0328844,3,nm0639152,actress,\N,"[""Annelise""]"
tt0328844,4,nm0803841,actress,\N,"[""Benedikte""]"
tt0328031,1,nm0571343,actor,\N,"[""Sean Crawley""]"
tt0328031,2,nm0001863,actress,\N,"[""Susan Gatley""]"
tt0328031,3,nm0001841,actor,\N,"[""Duke Wayne""]"
tt0328031,4,nm0920460,actor,\N,"[""Beckett""]"
tt0328515,1,nm0365107,actor,\N,"[""Jessup""]"
tt0328515,2,nm0001575,actress,\N,"[""Slim""]"
tt0328515,3,nm0001235,actor,\N,"[""Joe""]"
tt0328515,4,nm0329861,actress,\N,"[""Camille""]"
tt0328820,1,nm0813219,actor,\N,"[""Ludo""]"
tt0328820,2,nm1051069,actor,\N,"[""Thomas""]"
tt0328820,3,nm0297004,actor,\N,"[""Fred""]"
tt0328820,4,nm0776424,actress,\N,"[""Alex""]"
tt0328432,1,nm0839432,actor,\N,"[""Jean Sibelius""]"
tt0328432,2,nm0636729,actor,\N,"[""Old Jean""]"
tt0328432,3,nm0878172,actress,\N,"[""Aino Sibelius""]"
tt0328432,4,nm0783270,actress,\N,"[""Old Aino""]"
tt0328547,1,nm0001100,actress,\N,"[""Mary""]"
tt0328547,2,nm0002078,actor,\N,"[""David""]"
tt0328547,3,nm1216529,actress,\N,"[""Meg""]"
tt0328547,4,nm1240407,actor,\N,"[""John""]"
tt0328890,1,nm0283997,actress,\N,"[""Caroline""]"
tt0328890,2,nm0362854,actor,\N,"[""Bertrand""]"
tt0328890,3,nm0344922,actress,\N,"[""Angélique""]"
tt0328890,4,nm0057563,actor,\N,"[""Julien""]"
tt0328401,1,nm0204404,actor,\N,"[""Arthur""]"
tt0328401,2,nm0166495,actress,\N,"[""Susannah""]"
tt0328401,3,nm0612988,actor,\N,"[""Maxwell""]"
tt0328538,1,nm0939697,actress,\N,"[""Tracy Freeland""]"
tt0328538,2,nm0000456,actress,\N,"[""Melanie Freeland""]"
tt0328538,3,nm1223023,actress,\N,"[""Evie Zamora""]"
tt0328538,4,nm1227814,actress,\N,"[""Noel""]"
tt0330165,1,nm0136786,actress,\N,"[""Alix""]"
tt0330165,2,nm0749363,actor,\N,"[""Edouard""]"
tt0330165,3,nm0605971,actor,\N,"[""Thomas""]"
tt0330165,4,nm0054737,actress,\N,"[""La mère d'Alix""]"
tt0329706,1,nm0023832,actor,\N,"[""Boris""]"
tt0329706,2,nm0277229,actress,\N,"[""Marilyne""]"
tt0329706,3,nm0670916,actor,\N,"[""Toni""]"
tt0329706,4,nm0839282,actor,\N,"[""Jean-Claude""]"
tt0329717,1,nm0000148,actor,\N,"[""Sgt. Joe Gavilan""]"
tt0329717,2,nm0001326,actor,\N,"[""Det. K.C. Calden""]"
tt0329717,3,nm0913460,actor,\N,"[""Antoine Sartain""]"
tt0329717,4,nm0000565,actress,\N,"[""Ruby""]"
tt0330099,10,nm2172371,actor,\N,"[""Featured Racer""]"
tt0330099,1,nm0001252,actor,\N,"[""Bud Clay""]"
tt0330099,2,nm0001721,actress,\N,"[""Daisy""]"
tt0330099,3,nm0862841,actress,\N,"[""Lilly""]"
tt0330099,4,nm1686350,actress,\N,"[""Rose""]"
tt0330099,5,nm1697044,actress,\N,"[""Violet""]"
tt0330099,6,nm1697036,actress,\N,"[""Mrs. Lemon""]"
tt0330099,7,nm2164670,actor,\N,"[""Featured Racer""]"
tt0330099,8,nm2166735,actor,\N,"[""Featured Racer""]"
tt0330099,9,nm2164896,actor,\N,"[""Featured Racer""]"
tt0329232,1,nm1229951,actress,\N,"[""Norah""]"
tt0329232,2,nm0498960,actor,\N,"[""Jean-Michel""]"
tt0329232,3,nm0324088,actress,\N,"[""Marthe""]"
tt0329232,4,nm1226984,actress,\N,"[""Françoise""]"
tt0330009,1,nm1212698,actor,\N,"[""Officer Reid""]"
tt0330009,2,nm2098698,actor,\N,"[""Ali Shamal""]"
tt0330009,3,nm0101638,actor,\N,"[""Cynic""]"
tt0330009,4,nm0103193,actor,\N,"[""Father Michael""]"
tt0329502,1,nm0779084,actor,\N,"[""Andrei""]"
tt0329502,2,nm0005009,actress,\N,"[""Paula""]"
tt0329502,3,nm0001638,actor,\N,"[""Vashon""]"
tt0329502,4,nm0498517,actor,\N,"[""Rick""]"
tt0330217,1,nm0992000,actor,\N,"[""Jai Mehta""]"
tt0330217,2,nm0706787,actress,\N,"[""Tia Sharma""]"
tt0330217,3,nm1024101,actor,\N,"[""Raj Sharma""]"
tt0330217,4,nm0347901,actress,\N,"[""Mrs. Sharma (Tia's mom)""]"
tt0329216,1,nm0001099,actor,\N,"[""James Rhodes""]"
tt0329216,2,nm0000652,actor,\N,"[""Douglas Draper""]"
tt0329216,3,nm0005577,actress,\N,"[""Emily Thompson""]"
tt0329216,4,nm0004286,actor,\N,"[""Claudio Castillo""]"
tt0331360,1,nm0082753,actor,\N,"[""Salvo""]"
tt0331360,2,nm0316074,actor,\N,"[""Dante""]"
tt0331360,3,nm1169744,actress,\N,"[""Luna""]"
tt0331360,4,nm0307205,actress,\N,"[""Nanà""]"
tt0329525,1,nm0218843,actor,\N,"[""Lucas""]"
tt0329525,2,nm0004133,actress,\N,"[""Cécile""]"
tt0329525,3,nm0145880,actor,\N,"[""Luigi""]"
tt0329525,4,nm0723827,actor,\N,"[""Patrice Lemoigne""]"
tt0329162,1,nm0661164,actor,\N,"[""Mitch""]"
tt0329162,2,nm0005346,actress,\N,"[""Julianne""]"
tt0329162,3,nm0000880,actress,\N,"[""Kate""]"
tt0329162,4,nm0348371,actor,\N,"[""Priest""]"
tt0329584,1,nm0000882,actress,\N,"[""Carole""]"
tt0329584,2,nm0045870,actor,\N,"[""Jacques""]"
tt0329584,3,nm0141140,actress,\N,"[""Edith""]"
tt0329584,4,nm0693799,actor,\N,"[""François""]"
tt0331175,1,nm0893746,actor,\N,"[""Walter""]"
tt0331175,2,nm1384668,actress,\N,"[""Lara""]"
tt0331175,3,nm1238078,actor,\N,"[""Paul Garcin""]"
tt0331175,4,nm0111600,actress,\N,"[""Natalie""]"
tt0328868,1,nm0000286,actor,\N,"[""Wolf""]"
tt0328868,2,nm0541576,actor,\N,"[""George""]"
tt0328868,3,nm0045584,actor,\N,"[""Jonas""]"
tt0328868,4,nm1176497,actress,\N,"[""Rachel""]"
tt0331231,1,nm0719617,actress,\N,"[""Anja""]"
tt0331231,2,nm1328591,actor,\N,"[""Henry Richter""]"
tt0331231,3,nm1327881,actor,\N,"[""Olli""]"
tt0146803,1,nm0000649,actor,\N,"[""Charlie""]"
tt0146803,2,nm0878911,actor,\N,"[""Sammy""]"
tt0146803,3,nm0157915,actor,\N,"[""Joseph Parker""]"
tt0146803,4,nm0000529,actress,\N,"[""Rita""]"
tt0159290,1,nm1575333,actress,\N,"[""Merel de Leeuw""]"
tt0159290,2,nm1575628,actor,\N,"[""Kasper de Leeuw""]"
tt0159290,3,nm0105984,actress,\N,"[""Mrs. De Leeuw""]"
tt0159290,4,nm0818715,actor,\N,"[""Mr. De Leeuw""]"
tt0168064,1,nm1285227,actor,\N,"[""Juan Carlos""]"
tt0168064,2,nm0735942,actor,\N,"[""Joaquin""]"
tt0168064,3,nm2859894,actress,\N,"[""Samantha""]"
tt0168064,8,nm0581473,actor,\N,"[""Young Joaquin""]"
tt0170508,1,nm0210218,actress,\N,"[""Eleonora""]"
tt0170508,2,nm1690822,actress,\N,"[""Graziella""]"
tt0170508,3,nm1695066,actor,\N,"[""Gennaro""]"
tt0170508,4,nm0223815,actor,\N,"[""Vincenzo Sanges""]"
tt0186785,1,nm0811967,actor,\N,"[""Mark Hersey""]"
tt0186785,2,nm0502837,actor,\N,"[""Richard Kahn""]"
tt0186785,3,nm1069936,actor,\N,"[""Jason Rider""]"
tt0186785,4,nm0628468,actress,\N,"[""Heather Wegman""]"
tt0196811,1,nm1143788,actress,\N,"[""Olga Benário""]"
tt0196811,2,nm0162535,actor,\N,"[""Luís Carlos Prestes""]"
tt0196811,3,nm0578064,actor,\N,"[""Léo Benário""]"
tt0196811,4,nm0316394,actress,\N,"[""Eugénie Benário""]"
tt0203912,1,nm0942482,actor,\N,"[""Rex""]"
tt0203912,2,nm0583951,actor,\N,"[""Vinnie""]"
tt0203912,3,nm0181985,actor,\N,"[""Reece""]"
tt0203912,4,nm0493959,actress,\N,"[""Joanna""]"
tt0211070,1,nm0641097,actress,\N,"[""Jane""]"
tt0211070,2,nm0739013,actress,\N,"[""Candy""]"
tt0211070,3,nm0004697,actress,\N,"[""Laurel""]"
tt0211070,4,nm0614526,actor,\N,"[""Arthur""]"
tt0212712,1,nm0504897,actor,\N,"[""Chow Mo-wan""]"
tt0212712,2,nm0955471,actress,\N,"[""Bai Ling""]"
tt0212712,3,nm0910947,actress,\N,"[""Wang Jing-wen"",""Android""]"
tt0212712,4,nm0000084,actress,\N,"[""Su Li-zhen""]"
tt0218400,1,nm0165816,actor,\N,"[""Richard""]"
tt0218400,2,nm0745139,actor,\N,"[""B.Rian""]"
tt0218400,3,nm0562246,actress,\N,"[""Maddie""]"
tt0218400,4,nm0483990,actress,\N,"[""Celeste""]"
tt0222790,1,nm1220638,actor,\N,"[""Taylor Willams III""]"
tt0222790,2,nm0003261,actor,\N,"[""Langwood""]"
tt0222790,3,nm0174321,actress,\N,"[""Mandii Carson, the 'lavender girl'""]"
tt0222790,4,nm1220247,actress,\N,"[""Karin"",""Kara Van Dael""]"
tt0224025,1,nm0118568,actor,\N,"[""Reno""]"
tt0224025,2,nm0276253,actress,\N,"[""Holly""]"
tt0224025,3,nm0529078,actress,\N,"[""Nicole""]"
tt0224025,4,nm0584575,actor,\N,"[""Christian""]"
tt0225518,1,nm1198594,actor,\N,"[""Matt Walker""]"
tt0225518,2,nm0630357,actress,\N,"[""Zoe Armstrong""]"
tt0225518,3,nm0750927,actor,\N,"[""Nick Finn""]"
tt0225518,4,nm0455133,actor,\N,"[""John Walker""]"
tt0226057,1,nm0072284,actor,\N,"[""Karl Peckham""]"
tt0226057,2,nm0523201,actress,\N,"[""Carol""]"
tt0226057,3,nm1129559,actress,\N,"[""Frances""]"
tt0226057,4,nm0072946,actress,\N,"[""Barbara""]"
tt0229792,1,nm0844172,actor,\N,"[""Billy Thompson""]"
tt0229792,2,nm0877430,actress,\N,"[""Maya Taylor""]"
tt0229792,3,nm0539082,actor,\N,"[""Nite Owl""]"
tt0229792,4,nm0277727,actor,\N,"[""Power Z""]"
tt0235970,1,nm1980638,actor,\N,"[""Mace""]"
tt0235970,2,nm1900079,actress,\N,"[""Molly""]"
tt0235970,3,nm0159686,actress,\N,"[""Maggie""]"
tt0235970,4,nm0575638,actor,\N,"[""Ponch""]"
tt0233911,1,nm0192024,actor,\N,"[""Vaughn""]"
tt0233911,2,nm0382110,actor,\N,"[""Bryan""]"
tt0233911,3,nm0819494,actor,\N,"[""Jon""]"
tt0233911,4,nm0858975,actor,\N,"[""Steve""]"
tt0236189,1,nm0949241,actor,\N,"[""Ernie Bigalow""]"
tt0236189,2,nm0544721,actress,\N,"[""Linda Davenport""]"
tt0236189,3,nm0364583,actress,\N,"[""Emily Davenport""]"
tt0236189,4,nm0564107,actor,\N,"[""Michael Davenport""]"
tt0239235,1,nm0158112,actor,\N,"[""Anji"",""Arjun""]"
tt0239235,2,nm0794363,actress,\N,"[""Swapna"",""Sapna""]"
tt0239235,3,nm0025627,actor,\N,"[""Veerendra Bhatia""]"
tt0239235,4,nm0619305,actor,\N,"[""Sivanna""]"
tt0241025,1,nm0000702,actress,\N,"[""Becky Sharp""]"
tt0241025,2,nm0304801,actress,\N,"[""Amelia Sedley""]"
tt0241025,3,nm0700856,actor,\N,"[""Rawdon Crawley""]"
tt0241025,4,nm0001667,actor,\N,"[""George Osborne""]"
tt0240473,1,nm1541503,actor,\N,"[""Karl Ripke""]"
tt0240473,2,nm0271578,actor,\N,"[""Hans Steinbrück""]"
tt0240473,3,nm0293695,actor,\N,"[""Josef Hoegen""]"
tt0240473,4,nm0856917,actress,\N,"[""Cilly Serve""]"
tt0246157,1,nm0001393,actress,\N,"[""Anna""]"
tt0246157,2,nm0233027,actor,\N,"[""Michael""]"
tt0246157,3,nm1200388,actor,\N,"[""Waiter""]"
tt0246157,4,nm0144232,actress,\N,"[""Gail""]"
tt0246404,1,nm0005188,actor,\N,"[""Dan""]"
tt0246404,2,nm0005454,actor,\N,"[""Tom""]"
tt0246404,3,nm0005527,actress,\N,"[""Isabella""]"
tt0246404,4,nm0003596,actor,\N,"[""Mr. Lerner - Neighbor""]"
tt0259567,1,nm0376540,actor,\N,"[""Drew Curtis""]"
tt0259567,2,nm0005305,actress,\N,"[""Julia Bishop""]"
tt0259567,3,nm0934864,actor,\N,"[""Danny""]"
tt0259567,4,nm0005080,actor,\N,"[""Trey Reynolds""]"
tt0259729,1,nm0001584,actress,\N,"[""Ruth""]"
tt0259729,2,nm0880167,actress,\N,"[""Doris""]"
tt0259729,3,nm0524399,actress,\N,"[""Lucia""]"
tt0259729,4,nm0032962,actor,\N,"[""The General""]"
tt0265281,1,nm0001530,actor,\N,"[""Chris Parmel""]"
tt0265281,2,nm0001418,actor,\N,"[""Scoggins""]"
tt0265281,3,nm0303009,actor,\N,"[""Vince Cuttino""]"
tt0265281,4,nm1217304,actor,\N,"[""Sandy""]"
tt0263939,1,nm1044503,actor,\N,"[""Pedro Rey, \""El Rey\""""]"
tt0263939,2,nm0880811,actress,\N,"[""Blanca Rey""]"
tt0263939,3,nm0604103,actor,\N,"[""El Pollo""]"
tt0263939,4,nm0656420,actor,\N,"[""Harry""]"
tt0265825,1,nm1468602,actor,\N,"[""Santiago Restrepo""]"
tt0265825,2,nm1465666,actor,\N,"[""Gerardo 'Reflujo'""]"
tt0265825,3,nm1465027,actor,\N,"[""El Duende""]"
tt0265825,4,nm1463529,actress,\N,"[""Paula""]"
tt0265208,1,nm0386472,actor,\N,"[""Matthew Kidman""]"
tt0265208,2,nm0236202,actor,\N,"[""Bob in 70's Sex-Ed Film""]"
tt0265208,3,nm0193846,actress,\N,"[""Danielle""]"
tt0265208,4,nm0648249,actor,\N,"[""Kelly""]"
tt0267379,1,nm0496826,actress,\N,"[""Jenny Kim""]"
tt0267379,2,nm0600657,actor,\N,"[""David Kim""]"
tt0267379,3,nm0222341,actress,\N,"[""Modeling instructor""]"
tt0267379,4,nm0001194,actor,\N,"[""Elliot Krasner""]"
tt0273108,1,nm1280613,actor,\N,"[""Binh""]"
tt0273108,2,nm0000499,actress,\N,"[""Ling""]"
tt0273108,3,nm1336006,actor,\N,"[""Tam""]"
tt0273108,4,nm1334820,actress,\N,"[""Wa""]"
tt0270841,1,nm0642444,actress,\N,"[""Dash MacKenzie""]"
tt0270841,2,nm0910982,actor,\N,"[""Victor Huang""]"
tt0270841,3,nm0510557,actor,\N,"[""Julius""]"
tt0270841,4,nm0001831,actor,\N,"[""Joseph Lau""]"
tt0275492,1,nm0047987,actress,\N,"[""Hamidah""]"
tt0275491,1,nm0305558,actor,\N,"[""Ángel"",""Juan"",""Zahara""]"
tt0275491,2,nm0555093,actor,\N,"[""Enrique Goded""]"
tt0275491,3,nm0194572,actor,\N,"[""Paquito""]"
tt0275491,4,nm0319843,actor,\N,"[""Padre Manolo""]"
tt0276806,1,nm0050115,actor,\N,"[""Jack""]"
tt0276806,2,nm0845934,actor,\N,"[""Gerard""]"
tt0276806,3,nm0001568,actress,\N,"[""Carol""]"
tt0276806,4,nm0401896,actress,\N,"[""Mary""]"
tt0277895,10,nm1888292,actor,\N,"[""Griff""]"
tt0277895,1,nm0001065,actor,\N,"[""Glen""]"
tt0277895,2,nm0758391,actor,\N,"[""Mickey""]"
tt0277895,3,nm0001400,actress,\N,"[""Patty Sinclair""]"
tt0277895,4,nm0823563,actor,\N,"[""Tony""]"
tt0277895,8,nm0431438,actor,\N,"[""Seeger""]"
tt0277895,9,nm0740390,actor,\N,"[""Pudge""]"
tt0288896,1,nm0903985,actor,\N,"[""Jack Richards""]"
tt0288896,2,nm0484307,actress,\N,"[""Julie Duceppe""]"
tt0288896,3,nm1009122,actor,\N,"[""Dan Stewart""]"
tt0288896,4,nm1007405,actor,\N,"[""Andrew Dubinski""]"
tt0286058,1,nm0001806,actor,\N,"[""Paolo Zane""]"
tt0286058,2,nm0097274,actress,\N,"[""Isabel""]"
tt0286058,3,nm0001216,actress,\N,"[""Clara""]"
tt0286058,4,nm0853364,actress,\N,"[""Victoria""]"
tt0286218,1,nm0993399,actress,\N,"[""Thérèse Martin""]"
tt0286218,2,nm0991612,actor,\N,"[""Louis Martin""]"
tt0286218,3,nm0995934,actress,\N,"[""Zélie Martin""]"
tt0286218,4,nm0993212,actress,\N,"[""Céline Martin""]"
tt0285624,1,nm0000838,actor,\N,"[""Sean Phelan""]"
tt0285624,2,nm0636868,actor,\N,"[""Thomas Phelan""]"
tt0285624,3,nm0369567,actor,\N,"[""Kevin Kilpatrick""]"
tt0285624,4,nm0495236,actor,\N,"[""Malcolm Little""]"
tt0287147,1,nm0829901,actor,\N,"[""Louis""]"
tt0287147,2,nm0412399,actress,\N,"[""Sarah""]"
tt0287147,3,nm0462116,actor,\N,"[""Doug""]"
tt0287147,4,nm0116775,actor,\N,"[""Loy""]"
tt0288833,1,nm0641097,actress,\N,"[""Molly Bowser""]"
tt0288833,2,nm0607185,actress,\N,"[""Lily Bowser""]"
tt0288833,3,nm0003930,actor,\N,"[""Claude Stevens""]"
tt0288833,4,nm0736263,actor,\N,"[""Marcus Bowser""]"
tt0287733,1,nm0290310,actor,\N,"[""Losey""]"
tt0287733,2,nm0531924,actor,\N,"[""Deming""]"
tt0287733,3,nm0861771,actress,\N,"[""Maria""]"
tt0287733,4,nm0001457,actor,\N,"[""Soldier""]"
tt0289879,1,nm0005110,actor,\N,"[""Evan""]"
tt0289879,2,nm0005442,actress,\N,"[""Kayleigh""]"
tt0289879,3,nm0001828,actress,\N,"[""Andrea""]"
tt0289879,4,nm0711805,actor,\N,"[""Lenny""]"
tt0290218,1,nm0000018,actor,\N,"[""Donald Baines""]"
tt0290218,2,nm0329640,actor,\N,"[""Christopher""]"
tt0290218,3,nm0875912,actress,\N,"[""Isabelle""]"
tt0290218,4,nm0186505,actor,\N,"[""David""]"
tt0290872,1,nm0583856,actress,\N,"[""Chiara""]"
tt0290872,2,nm0316271,actor,\N,"[""Nanni""]"
tt0290872,3,nm1031420,actress,\N,"[""Margherita""]"
tt0290872,4,nm0320552,actor,\N,"[""Rodolfo""]"
tt0290935,1,nm0931417,actor,\N,"[""Digger""]"
tt0290935,2,nm0141550,actor,\N,"[""Noisy""]"
tt0290935,3,nm1031127,actor,\N,"[""DVD""]"
tt0290935,4,nm1029032,actress,\N,"[""Candy""]"
tt0293508,1,nm0124930,actor,\N,"[""The Phantom""]"
tt0293508,2,nm0002536,actress,\N,"[""Christine""]"
tt0293508,3,nm0933940,actor,\N,"[""Raoul""]"
tt0293508,4,nm0001669,actress,\N,"[""Madame Giry""]"
tt0295888,1,nm4178401,actor,\N,"[""Curtis""]"
tt0295888,2,nm0204555,actress,\N,"[""Tamara""]"
tt0295888,3,nm4178644,actor,\N,"[""William""]"
tt0295888,4,nm0555649,actress,\N,"[""Lori""]"
tt0298120,1,nm1065039,actress,\N,"[""Silver Strand""]"
tt0298120,2,nm0360028,actor,\N,"[""Saint James""]"
tt0298120,3,nm1067251,actor,\N,"[""Sam""]"
tt0298120,4,nm1066866,actor,\N,"[""Atticis""]"
tt0297389,1,nm0998480,actor,\N,"[""Henry Kray""]"
tt0297389,2,nm0503627,actor,\N,"[""Jack Kray""]"
tt0297389,3,nm0000261,actress,\N,"[""Eunice Kray""]"
tt0297389,4,nm0005276,actor,\N,"[""Anthony""]"
tt0298149,1,nm0398431,actor,\N,"[""Armando""]"
tt0298149,2,nm0418554,actor,\N,"[""Rodrigo""]"
tt0298149,3,nm0555239,actress,\N,"[""Andrea""]"
tt0298149,4,nm0602246,actor,\N,"[""Mateo""]"
tt0299075,10,nm1062118,actor,\N,"[""Jimmy""]"
tt0299075,1,nm1068692,actress,\N,"[""Emma Ericksen""]"
tt0299075,2,nm0940137,actor,\N,"[""Sonny Gale""]"
tt0299075,4,nm0059410,actress,\N,"[""Lara""]"
tt0299075,8,nm1068701,actress,\N,"[""Rachel Ericksen""]"
tt0299075,9,nm1070755,actor,\N,"[""Taylor""]"
tt0296766,1,nm1071768,actress,\N,"[""Abbey Nielsen""]"
tt0296766,2,nm0625587,actress,\N,"[""Mrs. Lillian Baker""]"
tt0296766,3,nm0746957,actor,\N,"[""Neil""]"
tt0296766,4,nm1116812,actress,\N,"[""Kendra""]"
tt0300051,1,nm0000255,actor,\N,"[""Ollie Trinke""]"
tt0300051,2,nm0000239,actress,\N,"[""Maya""]"
tt0300051,3,nm1211485,actress,\N,"[""Gertie Trinke""]"
tt0300051,4,nm0008640,actress,\N,"[""Teacher""]"
tt0300270,1,nm0608187,actress,\N,"[""Helena""]"
tt0300270,2,nm0069209,actor,\N,"[""Dr. Jano""]"
tt0300270,3,nm0881802,actor,\N,"[""Freddy""]"
tt0300270,4,nm1600662,actress,\N,"[""Amalia""]"
tt0301563,1,nm0000610,actor,\N,"[""Angelo Donnini""]"
tt0301563,2,nm0305081,actor,\N,"[""Gino Donnini""]"
tt0301563,3,nm0678437,actor,\N,"[""Zio Luigi""]"
tt0301563,4,nm0012707,actor,\N,"[""Guido""]"
tt0301358,1,nm0715953,actor,\N,"[""Nat Banks""]"
tt0301358,2,nm0001521,actress,\N,"[""Amy Banks""]"
tt0301358,3,nm2237298,actress,\N,"[""Claudia Banks""]"
tt0301358,4,nm2239648,actor,\N,"[""Turner Banks""]"
tt0304826,1,nm0058175,actor,\N,"[""Principal Benson""]"
tt0304826,2,nm1298458,actor,\N,"[""Kieron DiMack""]"
tt0304826,3,nm0125960,actress,\N,"[""Aunt""]"
tt0304826,4,nm1659398,actress,\N,"[""Little Girl""]"
tt0305632,1,nm0622553,actor,\N,"[""Patrick Doherty""]"
tt0305632,2,nm0000302,actress,\N,"[""Maureen Doherty""]"
tt0305632,3,nm0305081,actor,\N,"[""Scott Doherty""]"
tt0305632,4,nm0934179,actor,\N,"[""Oliver Vance""]"
tt0305743,10,nm0579561,actor,\N,"[""Walker""]"
tt0305743,1,nm0085952,actor,\N,"[""President Reed""]"
tt0305743,2,nm0108754,actor,\N,"[""Paul""]"
tt0305743,3,nm0004775,actor,\N,"[""Alex""]"
tt0305743,4,nm0114422,actor,\N,"[""Sen. Jacobs""]"
tt0305743,7,nm0362204,actor,\N,"[""Clark""]"
tt0305743,8,nm0545474,actor,\N,"[""Lawrence Jacobs""]"
tt0305743,9,nm0577284,actor,\N,"[""Jerry""]"
tt0305753,1,nm0000283,actress,\N,"[""Victoria Blake""]"
tt0305753,2,nm0413556,actor,\N,"[""Jess Dean""]"
tt0305753,3,nm0187356,actress,\N,"[""Mindy Dean""]"
tt0305753,4,nm1173468,actor,\N,"[""Billy Dean""]"
tt0306597,1,nm1107001,actor,\N,"[""Perry""]"
tt0306597,2,nm0733051,actor,\N,"[""Bruce""]"
tt0306597,3,nm0122558,actor,\N,"[""Jim""]"
tt0306597,4,nm0413743,actor,\N,"[""Isaiah - College Professor""]"
tt0305499,1,nm0899681,actor,\N,"[""Ivan Kolar - Iva""]"
tt0305499,2,nm0618768,actor,\N,"[""Spanac""]"
tt0305499,3,nm0340005,actor,\N,"[""Major""]"
tt0305499,4,nm0623127,actor,\N,"[""Matija Cacic - Mata""]"
tt0305747,1,nm3184706,actor,\N,"[""Joel Shuman""]"
tt0305747,2,nm1429380,actress,\N,"[""Beth""]"
tt0305747,3,nm0002901,actor,\N,"[""Jerimiah Shuman""]"
tt0305747,4,nm0780678,actor,\N,"[""Mr. Black""]"
tt0306097,1,nm1242512,actress,\N,"[""Angela""]"
tt0306097,2,nm1675610,actor,\N,"[""Yamamoto""]"
tt0306097,3,nm0658424,actress,\N,"[""Rachel""]"
tt0306097,4,nm0637259,actress,\N,"[""Monika""]"
tt0306846,1,nm1114627,actor,\N,"[""Mike Zorillo""]"
tt0306846,2,nm1470633,actor,\N,"[""Jake Steel""]"
tt0306846,3,nm0871405,actress,\N,"[""Crystal Rivers""]"
tt0306846,4,nm1120316,actor,\N,"[""Zigbar Miekbach""]"
tt0307343,1,nm0000176,actress,\N,"[""Mathilde""]"
tt0307343,2,nm0000483,actor,\N,"[""Thomas""]"
tt0307343,3,nm1330320,actress,\N,"[""Manon""]"
tt0307343,4,nm0749363,actor,\N,"[""Le père de Mathilde""]"
tt0307456,1,nm0288487,actor,\N,"[""Shaye Saint John""]"
tt0307456,2,nm10208646,actor,\N,"[""Wheelchair attendant""]"
tt0307879,1,nm0973446,actor,\N,"[""Max""]"
tt0307879,2,nm0236130,actress,\N,"[""Julie""]"
tt0307879,3,nm0614448,actress,\N,"[""Beth""]"
tt0307879,4,nm0460206,actor,\N,"[""Charles""]"
tt0307692,1,nm0273370,actor,\N,"[""Emiliano Zapata""]"
tt0307692,2,nm0524456,actress,\N,"[""Esperanza""]"
tt0307692,3,nm0892383,actress,\N,"[""Josefa""]"
tt0307692,4,nm0643740,actor,\N,"[""Victoriano Huerta""]"
tt0308644,1,nm0000136,actor,\N,"[""Sir James Matthew Barrie""]"
tt0308644,2,nm0000701,actress,\N,"[""Sylvia Llewelyn Davies""]"
tt0308644,3,nm0001046,actress,\N,"[""Mrs. Emma du Maurier""]"
tt0308644,4,nm0593664,actress,\N,"[""Mary Ansell Barrie""]"
tt0309275,1,nm0546804,actor,\N,"[""Robert""]"
tt0309275,2,nm1036303,actress,\N,"[""Sally""]"
tt0309275,3,nm0000953,actor,\N,"[""Peter Bogdanovich""]"
tt0309275,4,nm1139080,actor,\N,"[""Frank""]"
tt0308109,1,nm1128776,actress,\N,"[""Amber""]"
tt0308109,2,nm1126641,actress,\N,"[""Kim""]"
tt0308109,3,nm0017544,actress,\N,"[""Carrie""]"
tt0308109,4,nm1125159,actress,\N,"[""Michelle""]"
tt0311041,1,nm0944464,actor,\N,"[""Chen Wen""]"
tt0311041,2,nm0508356,actress,\N,"[""Liu Rong""]"
tt0311041,3,nm0327299,actress,\N,"[""Li Jing""]"
tt0311041,4,nm1454483,actor,\N,"[""Haitao""]"
tt0311462,1,nm1142211,actress,\N,"[""Demon""]"
tt0311462,2,nm1086272,actress,\N,"[""Davi""]"
tt0311462,3,nm0491777,actor,\N,"[""Ryu""]"
tt0311462,4,nm1373933,actor,\N,"[""Karl""]"
tt0309531,1,nm0214114,actor,\N,"[""Angelo""]"
tt0309531,2,nm2572461,actor,\N,"[""Guy in the street""]"
tt0309531,3,nm0000991,actress,\N,"[""Aimee Levesque""]"
tt0309531,4,nm0001698,actor,\N,"[""H2O""]"
tt0312284,1,nm0166346,actor,\N,"[""Wayne""]"
